35,435.855,420,53.0575
18,229.156,1048,48.3609
12,148.994,29,44.5741
32,220.01,598,45.7991
19,206.812,317,47.0447
22,212.865,629,45.5217
18,212.522,586,45.9579
18,191.02,529,45.8833
12,154.387,36,44.8226
18,204.645,39,46.1265
26,223.673,189,46.2181
15,171.278,328,45.0936
20,195.852,399,46.4256
22,218.04,79,46.6931
47,280.696,426,45.6404
30,216.166,136,44.4841
25,230.065,536,46.7925
22,209.428,335,45.6118
47,232.888,76,45.2071
18,209.356,440,46.9286
24,215.624,327,45.622
19,191.689,555,46.3056
17,201.855,473,45.8238
12,141.341,42,44.5906
29,216.975,606,46.0632
22,209.4,351,45.2924
40,229.014,732,46.465
19,197.686,586,45.1446
23,216.025,776,45.5104
20,214.401,550,46.4488
17,196.914,705,45.879
16,170.525,539,45.698
21,200.428,518,46.5124
16,171.264,513,45.5822
34,226.44,587,46.2072
19,199.218,488,45.4121
19,187.327,496,46.6665
17,195.328,991,45.3564
28,221.498,702,45.855
19,202.92,572,46.3499
19,192.596,585,45.8755
17,203.537,524,45.7294
14,154.483,544,46.5022
18,201.683,709,45.542
18,207.859,729,45.6744
12,142.954,47,44.1287
16,166.267,185,46.3689
30,241.76,360,46.606
23,209.866,457,45.2654
16,160.465,609,46.615
19,192.756,523,45.0862
19,209.796,715,46.155
21,201.282,674,46.3386
17,199.73,337,45.4139
19,189.602,791,46.3963
19,198.183,620,45.4146
23,217,536,45.3552
22,196.845,404,46.1799
47,261.585,610,46.0122
20,193.669,458,46.4331
20,204.113,521,45.337
20,186.489,348,46.5203
24,218.601,284,46.2109
22,207.973,301,45.2006
48,252.734,580,46.6651
25,236.774,713,45.6138
12,153.433,22,44.9883
30,239.762,440,46.3904
18,190.158,499,45.6758
19,202.531,477,46.05
22,208.227,149,45.1182
47,241.061,539,46.2985
22,208.241,253,45.601
47,247.796,574,45.8205
27,229.391,369,46.1397
20,199.491,544,45.8838
15,173.114,369,46.3404
19,215.554,957,46.0147
25,218.652,561,45.0796
31,247.683,833,45.8608
17,189,751,46.113
22,191.034,408,44.9755
47,309.885,559,46.3277
17,190.48,484,46.2203
17,209.535,555,45.7763
22,197.582,321,45.6813
49,277.697,608,46.0751
23,207.446,644,45.8954
24,215.657,354,45.9091
36,229.791,392,46.2157
23,223.134,311,46.474
45,250.557,352,44.846
19,187.137,583,46.7645
23,206.814,573,45.3502
22,223.38,542,46.0307
22,229.31,454,45.5805
49,277.622,701,45.7304
22,198.432,464,46.2883
47,256.574,666,45.438
21,224.249,660,46.4542
18,189.552,666,45.9268
33,250.343,572,45.0226
17,190.594,588,46.367
12,150.976,489,44.4741
12,159.242,49,46.5537
25,232.699,546,46.7154
11,139.917,426,45.0606
16,182.272,517,46.7834
19,195.186,350,44.3437
23,197.982,35,42.8884
22,176.547,337,46.5707
51,271.212,7,46.1416
23,209.034,11,44.3416
28,221.263,8,45.9598
12,151.542,34,44.5252
26,219.078,187,45.6537
19,196.669,95,44.4336
12,139.189,34,42.4873
30,214.442,505,46.3723
24,214.84,451,45.2615
17,192.201,544,46.5784
12,151.73,17,44.9538
29,229.576,853,46.0186
17,205.744,156,46.7057
22,252.233,353,45.4543
48,244.511,574,46.336
35,295.703,486,45.5821
20,191.935,473,47.073
20,210.935,435,45.2689
22,197.066,797,46.5006
19,197.896,557,46.0112
22,219.587,728,45.5204
51,226.777,516,46.9467
18,190.535,488,45.4415
18,232.27,356,46.9806
35,246.945,565,45.3906
21,176.006,509,46.6367
14,165.647,352,45.2451
12,166.509,417,46.3109
34,248.393,159,45.8554
21,244.277,471,45.469
30,215.074,409,46.7139
18,199.931,320,46.1777
16,183.699,407,45.7398
26,236.145,1024,46.0654
34,251.749,846,45.3239
22,236.745,646,46.7413
48,242.172,618,46.2115
23,213.2,732,45.7593
15,177.649,423,44.8657
19,202.007,494,42.6726
22,167.555,500,43.5198
54,251.747,588,43.531
12,153.951,36,45.3514
32,230.494,626,45.6108
39,238.807,515,46.1475
16,166.127,611,45.5989
17,185.337,590,46.5944
21,211.062,245,44.935
23,205.322,519,45.7283
26,224.554,332,46.0524
17,194.811,681,45.8273
22,252.412,459,45.5496
15,162.672,448,45.8992
16,172.106,686,45.5323
12,159.53,34,45.738
40,267.938,50,45.3695
20,212.925,23,45.9642
28,229.281,504,46.0341
18,190.03,452,45.4562
39,255.339,491,46.42
30,228.561,36,44.3829
26,208.007,470,46.081
25,228.494,426,46.1883
33,233.485,265,44.8124
24,204.069,538,46.1361
19,200.449,303,45.6056
48,241.86,773,45.9784
16,169.502,326,44.8229
18,188.001,372,47.1086
22,214.314,392,45.9215
74,269.746,529,45.9405
56,266.692,850,45.8224
17,205.933,361,46.5651
35,404.877,135,53.6563
