44,22.8248,15,16.3648
24,10.1148,15,17.2746
23,8.59341,15,16.8884
21,9.35686,15,16.3081
23,9.92423,15,16.7259
24,9.99711,15,14.9282
21,8.72051,15,11.9176
23,9.58261,15,16.2823
23,9.0472,15,11.7753
23,9.42725,15,15.5945
24,10.1584,15,17.0206
23,9.44837,15,17.0182
21,9.45223,15,16.7057
22,9.61904,15,16.8116
26,10.4972,15,11.8556
23,10.0304,15,15.8617
23,9.96045,15,16.6893
24,10.1387,15,15.6719
19,8.62291,15,14.2645
24,9.48591,15,17.2377
21,9.2341,15,13.7353
24,9.42479,9,16.4278
24,20.6737,5,16.8322
21,9.31513,15,16.9445
24,9.06758,15,17.107
24,9.75789,15,17.2325
21,9.39738,15,16.5912
23,9.41664,15,16.7426
23,9.79652,8,16.8996
24,22.6138,6,17.3616
21,9.00754,15,11.7626
23,9.12617,15,16.5971
23,9.91583,15,16.7903
24,9.19418,15,16.6196
23,9.74194,15,14.3056
20,8.93394,15,16.6896
24,9.49896,15,11.8845
24,9.1359,15,16.659
24,10.1268,15,16.9651
24,8.77172,15,16.7739
23,9.67721,15,16.9794
21,9.37985,15,16.8648
22,8.83013,15,16.8221
23,8.88505,15,16.4752
23,9.8622,15,16.9426
24,9.18804,15,16.6897
24,9.85404,15,15.6983
22,9.3052,15,16.526
22,8.60381,15,16.1125
23,9.23036,15,16.559
23,9.83354,15,16.6192
22,9.42692,15,15.8756
24,10.0838,15,16.8309
24,9.81041,15,16.9966
24,9.70849,15,14.7803
22,8.9493,15,11.9116
24,9.87058,15,16.9841
23,8.60983,15,16.285
23,9.55662,15,12.6321
24,9.76136,15,17.4015
23,8.95451,15,16.7395
18,7.19764,15,16.6557
22,9.64379,15,16.5734
22,8.34821,15,15.593
22,9.25636,15,16.6336
24,10.1824,7,16.8619
21,21.5542,7,11.7949
24,8.67844,15,16.0335
23,9.59558,9,16.9512
23,20.5684,5,16.3859
24,10.076,15,16.8497
24,9.82794,15,16.5027
23,9.75826,15,16.6364
20,8.82428,15,16.7711
24,9.5898,15,16.5715
24,9.3406,13,16.8902
22,20.2992,1,17.1391
19,7.80993,15,11.6698
24,9.09907,15,16.3468
21,8.72017,15,17.1519
24,10.0272,15,13.2177
24,9.55897,15,16.714
23,8.94448,15,16.8303
24,9.51404,15,16.7436
23,9.389,15,16.5286
15,6.62647,15,16.8024
22,9.25093,15,16.7076
22,9.55332,1,17.5543
22,22.4171,13,14.8168
22,9.58033,7,16.49
22,20.626,7,16.8327
